"","studentid","surveydate","age","ehpw","hpw","hsleep","gpa","imp","gender","job","type","marital.status"
"1299",78770,2018-05-07,21,22,14,6.86,31.08,1,"female","empl","par-time","single"
"1300",90367,2018-05-25,25,22,12,7.14,34.91,4,"female","empl","par-time","married"
"1301",93202,2018-05-30,26,22,15,6.71,38.79,5,"male","empl","par-time","divorced"
"1302",43374,2018-03-11,23,20,12,7.43,38.07,1,"female","empl","par-time","single"
"1303",5863,2018-01-10,21,18,21,6.43,67.56,5,"male","unempl","full-time","single"
"1304",63434,2018-04-12,24,18,24,6,76.6,3,"male","unempl","full-time","single"
"1305",76524,2018-05-03,23,25,21,5.43,55.54,4,"male","unempl","full-time","single"
"1306",3218,2018-01-06,16,13,9,8.86,35.94,2,"female","empl","par-time","single"
"1307",36930,2018-03-01,24,22,14,6.86,44.31,4,"female","empl","par-time","single"
"1308",95585,2018-06-03,20,27,8,7,25.4,3,"female","empl","par-time","single"
"1309",11690,2018-01-19,22,17,11,8,41.39,5,"female","empl","par-time","single"
"1310",49690,2018-03-21,22,21,8,7.86,34.46,4,"female","empl","par-time","single"
"1311",43271,2018-03-11,28,23,19,6,53.9,2,"male","unempl","full-time","divorced"
"1312",29898,2018-02-17,29,21,17,6.57,57.45,4,"male","unempl","full-time","divorced"
"1313",42394,2018-03-09,26,19,9,8,23.26,2,"female","empl","par-time","married"
"1314",93512,2018-05-30,19,21,11,7.43,31.85,5,"female","empl","par-time","single"
"1315",24794,2018-02-09,24,11,16,8.14,67.45,3,"male","unempl","full-time","single"
"1316",26572,2018-02-12,24,19,21,6.29,66.83,4,"male","unempl","full-time","single"
"1317",22846,2018-02-06,17,20,12,7.43,47.57,5,"female","empl","par-time","single"
"1318",15207,2018-01-25,23,22,11,7.29,35.19,5,"female","empl","par-time","single"
"1319",21015,2018-02-03,19,22,17,6.43,52.89,5,"male","unempl","full-time","single"
"1320",6219,2018-01-10,27,28,17,5.57,42.21,2,"male","empl","par-time","divorced"
"1321",89113,2018-05-23,18,25,16,6.14,45.13,3,"male","empl","par-time","single"
"1322",23427,2018-02-07,23,20,11,7.57,29.01,4,"female","empl","par-time","married"
"1323",66733,2018-04-17,27,23,18,6.14,43.01,5,"male","empl","par-time","divorced"
"1324",8678,2018-01-14,22,20,21,6.14,58.9,1,"male","unempl","full-time","single"
"1325",81833,2018-05-12,25,17,12,7.86,38.16,2,"female","empl","par-time","single"
"1326",73510,2018-04-28,20,20,3,8.71,8.57,1,"female","unempl","par-time","single"
"1327",3812,2018-01-07,24,19,26,5.57,82.58,3,"male","unempl","full-time","single"
"1328",4211,2018-01-07,26,20,6,8.29,26.1,3,"female","empl","par-time","married"
"1329",85915,2018-05-18,26,12,20,7.43,75.27,3,"male","unempl","full-time","divorced"
"1330",21528,2018-02-04,19,24,6,7.71,13.73,2,"female","unempl","par-time","single"
"1331",64297,2018-04-13,25,21,20,6.14,62.38,1,"male","unempl","full-time","single"
"1332",13677,2018-01-22,20,23,14,6.71,37.06,3,"female","empl","par-time","single"
"1333",90820,2018-05-26,24,24,19,5.86,54.02,5,"male","unempl","full-time","single"
"1334",65278,2018-04-15,19,16,13,7.86,54.93,3,"female","unempl","par-time","single"
"1335",44039,2018-03-12,22,19,15,7.14,48.03,1,"male","empl","par-time","single"
"1336",98752,2018-01-16,28,23,17,6.29,53.11,1,"male","unempl","full-time","divorced"
"1337",18826,2018-01-31,23,20,11,7.57,38.37,2,"female","empl","par-time","single"
"1338",89026,2018-05-23,21,20,7,8.14,28.39,2,"female","empl","par-time","single"
"1339",48726,2018-03-20,18,23,12,7,35.54,3,"female","empl","par-time","single"
"1340",88986,2018-05-23,27,23,13,6.86,37.68,4,"female","empl","par-time","divorced"
"1341",30761,2018-02-19,21,15,14,7.86,55.48,2,"female","unempl","full-time","single"
"1342",2845,2018-01-05,20,17,21,6.57,77.27,4,"male","unempl","full-time","single"
"1343",87052,2018-05-20,25,23,26,5,75.35,2,"male","unempl","full-time","single"
"1344",69611,2018-04-22,27,23,15,6.57,47.17,5,"male","empl","par-time","divorced"
"1345",63308,2018-04-12,24,13,9,8.86,39.11,1,"female","empl","par-time","single"
"1346",27885,2018-02-14,24,18,18,6.86,54.19,5,"male","unempl","full-time","single"
"1347",2311,2018-01-04,31,22,17,6.43,48.66,1,"male","empl","par-time","divorced"
"1348",99986,2018-05-03,18,23,9,7.43,33.47,5,"female","empl","par-time","single"
"1349",2899,2018-01-05,24,18,17,7,60.66,3,"male","unempl","full-time","single"
"1350",86035,2018-05-18,21,21,17,6.57,50.69,1,"male","unempl","full-time","single"
"1351",50198,2018-03-22,28,19,20,6.43,58.59,3,"male","unempl","full-time","divorced"
"1352",22971,2018-02-06,22,18,21,6.43,71.89,2,"male","unempl","full-time","single"
"1353",83977,2018-05-15,28,22,13,7,47.11,4,"female","empl","par-time","divorced"
"1354",70826,2018-04-24,19,21,24,5.57,76.99,2,"male","unempl","full-time","single"
"1355",67793,2018-04-19,27,20,15,7,52.82,4,"male","unempl","full-time","divorced"
"1356",37187,2018-03-01,25,17,18,7,64.07,5,"male","unempl","full-time","single"
"1357",7643,2018-01-13,24,19,9,8,38.1,1,"female","empl","par-time","single"
"1358",67903,2018-04-19,22,19,13,7.43,43.87,2,"female","empl","par-time","single"
"1359",97197,2018-06-05,18,19,18,6.71,51.31,1,"male","unempl","full-time","single"
"1360",38738,2018-03-04,23,23,19,6,62.26,5,"male","unempl","full-time","single"
"1361",58320,2018-04-04,25,19,15,7.14,52.45,4,"male","unempl","full-time","single"
"1362",62356,2018-04-10,21,22,13,7,37.55,1,"female","empl","par-time","single"
"1363",74395,2018-04-30,24,23,17,6.29,50.32,1,"male","unempl","full-time","single"
"1364",70624,2018-04-24,22,21,15,6.86,36.78,4,"male","empl","par-time","single"
"1365",56210,2018-04-01,22,25,7,7.43,22.61,5,"female","empl","par-time","single"
"1366",42297,2018-03-09,29,22,16,6.57,48.85,4,"male","empl","par-time","divorced"
"1367",23719,2018-02-07,18,21,11,7.43,42.81,4,"female","empl","par-time","single"
"1368",48928,2018-03-20,23,20,13,7.29,43.96,1,"female","empl","par-time","single"
"1369",95475,2018-06-02,20,17,13,7.71,41.06,1,"female","empl","par-time","single"
"1370",45022,2018-03-14,21,20,21,6.14,70.7,3,"male","unempl","full-time","single"
"1371",50915,2018-03-23,24,15,23,6.57,85.55,4,"male","unempl","full-time","single"
"1372",5334,2018-01-09,21,18,19,6.71,61.03,3,"male","unempl","full-time","single"
"1373",51701,2018-03-24,19,18,11,7.86,39.7,3,"female","empl","par-time","single"
"1374",88725,2018-05-23,24,19,16,7,53.23,3,"male","unempl","full-time","single"
"1375",63855,2018-04-13,22,24,17,6.14,58.36,2,"male","unempl","full-time","single"
"1376",48015,2018-03-18,26,22,7,7.86,14.7,3,"female","unempl","par-time","married"
"1377",73615,2018-04-28,17,24,15,6.43,38.57,1,"male","empl","par-time","single"
"1378",13906,2018-01-23,32,18,10,8,39.21,1,"female","empl","par-time","divorced"
"1379",85172,2018-05-17,24,23,20,5.86,53.64,4,"male","unempl","full-time","single"
"1380",67510,2018-04-19,25,22,4,8.29,14.05,4,"female","unempl","par-time","married"
"1381",51533,2018-03-24,24,16,9,8.43,31.2,3,"female","empl","par-time","married"
"1382",44231,2018-03-12,27,18,15,7.29,58.53,1,"male","unempl","full-time","divorced"
"1383",73930,2018-04-29,20,14,20,7.14,71.01,5,"male","unempl","full-time","single"
"1384",91963,2018-05-28,24,19,14,7.29,56.66,1,"female","unempl","full-time","single"
"1385",41112,2018-03-07,23,26,18,5.71,46.78,4,"male","empl","par-time","single"
"1386",29938,2018-02-17,23,21,12,7.29,41.07,1,"female","empl","par-time","single"
"1387",49870,2018-03-21,28,24,17,6.14,45.64,3,"male","empl","par-time","divorced"
"1388",13872,2018-01-23,22,24,19,5.86,51.21,1,"male","unempl","full-time","single"
"1389",59639,2018-04-06,17,18,19,6.71,69.33,4,"male","unempl","full-time","single"
"1390",12816,2018-01-21,28,18,10,8,29.49,1,"female","empl","par-time","married"
"1391",97888,2018-06-06,23,18,17,7,68.81,4,"male","unempl","full-time","single"
"1392",63779,2018-04-13,21,20,11,7.57,41.46,2,"female","empl","par-time","single"
"1393",43637,2018-03-11,29,24,16,6.29,42.94,2,"male","empl","par-time","divorced"
"1394",20260,2018-02-02,24,18,11,7.86,39.44,3,"female","empl","par-time","single"
"1395",53323,2018-03-27,20,21,14,7,44.09,2,"female","empl","par-time","single"
"1396",69259,2018-04-21,22,22,22,5.71,72.69,5,"male","unempl","full-time","single"
"1397",37807,2018-03-02,29,20,15,7,50.49,1,"male","unempl","full-time","divorced"
"1398",50962,2018-03-23,27,22,13,7,35.9,2,"female","empl","par-time","divorced"
"1399",74591,2018-04-30,32,20,9,7.86,29.77,1,"female","empl","par-time","married"
"1400",21323,2018-02-04,22,16,19,7,63.84,3,"male","unempl","full-time","single"
"1401",43509,2018-03-11,30,21,6,8.14,14.88,1,"female","unempl","par-time","married"
"1402",39948,2018-03-06,22,17,13,7.71,46.34,5,"female","empl","par-time","single"
"1403",30091,2018-02-18,23,17,12,7.86,46.65,4,"female","empl","par-time","single"
"1404",60271,2018-04-07,19,17,17,7.14,51.56,1,"male","unempl","full-time","single"
"1405",38566,2018-03-03,30,18,21,6.43,72.77,4,"male","unempl","full-time","divorced"
"1406",88646,2018-05-23,23,23,16,6.43,54.86,1,"male","unempl","full-time","single"
"1407",22477,2018-02-06,23,21,16,6.71,52.37,4,"male","unempl","full-time","single"
"1408",8261,2018-01-14,23,18,24,6,77.78,5,"male","unempl","full-time","single"
"1409",93304,2018-05-30,25,20,8,8,30.27,3,"female","empl","par-time","married"
"1410",50925,2018-03-23,20,21,17,6.57,52.04,2,"male","unempl","full-time","single"
"1411",14696,2018-01-24,25,22,12,7.14,37.47,2,"female","empl","par-time","single"
"1412",35236,2018-02-26,24,28,21,5,50.27,5,"male","unempl","full-time","single"
"1413",67757,2018-04-19,29,14,13,8.14,55.06,2,"female","unempl","par-time","divorced"
"1414",39440,2018-03-05,18,20,21,6.14,68.92,3,"male","unempl","full-time","single"
"1415",99063,2018-03-03,19,24,10,7.14,29.83,5,"female","empl","par-time","single"
"1416",60506,2018-04-07,22,17,20,6.71,68.98,1,"male","unempl","full-time","single"
"1417",32075,2018-02-21,22,21,17,6.57,60.54,3,"male","unempl","full-time","single"
"1418",61834,2018-04-10,23,24,16,6.29,39.24,3,"male","empl","par-time","single"
"1419",17927,2018-01-29,19,16,13,7.86,47.65,4,"female","empl","par-time","single"
"1420",82650,2018-05-13,21,21,9,7.71,29.48,2,"female","empl","par-time","single"
"1421",41814,2018-03-09,23,22,15,6.71,43.32,5,"male","empl","par-time","single"
"1422",26004,2018-02-11,22,19,18,6.71,59.31,2,"male","unempl","full-time","single"
"1423",44952,2018-03-14,21,21,12,7.29,43.77,4,"female","empl","par-time","single"
"1424",18908,2018-01-31,25,22,16,6.57,44.18,4,"male","empl","par-time","single"
"1425",65757,2018-04-16,30,21,14,7,42.44,2,"female","empl","par-time","divorced"
"1426",33795,2018-02-24,22,12,13,8.43,54,3,"female","unempl","par-time","single"
"1427",45060,2018-03-14,20,18,23,6.14,80.67,5,"male","unempl","full-time","single"
"1428",93358,2018-05-30,20,17,9,8.29,30.22,4,"female","empl","par-time","single"
"1429",54694,2018-03-29,24,20,15,7,50.72,1,"male","unempl","full-time","single"
"1430",85592,2018-05-18,21,15,11,8.29,36.02,1,"female","empl","par-time","single"
"1431",40904,2018-03-07,26,26,13,6.43,35.34,1,"female","empl","par-time","divorced"
"1432",90005,2018-05-25,21,17,16,7.29,61.65,4,"male","unempl","full-time","single"
"1433",41724,2018-03-08,19,17,13,7.71,42.96,2,"female","empl","par-time","single"
"1434",46636,2018-03-16,22,18,10,8,39.66,3,"female","empl","par-time","single"
"1435",45147,2018-03-14,24,17,16,7.29,63.68,5,"male","unempl","full-time","single"
"1436",70250,2018-04-23,21,24,14,6.57,42.2,5,"female","empl","par-time","single"
"1437",4368,2018-01-08,20,20,19,6.43,60.27,3,"male","unempl","full-time","single"
"1438",72190,2018-04-26,24,23,7,7.71,22.61,3,"female","empl","par-time","married"
"1439",56519,2018-04-01,23,22,26,5.14,81.59,1,"male","unempl","full-time","single"
"1440",2727,2018-01-05,23,19,17,6.86,63.53,5,"male","unempl","full-time","single"
"1441",64879,2018-04-15,20,19,18,6.71,62.03,2,"male","unempl","full-time","single"
"1442",96771,2018-06-05,23,17,17,7.14,55.35,3,"male","unempl","full-time","single"
"1443",35002,2018-02-26,22,20,21,6.14,64.76,1,"male","unempl","full-time","single"
"1444",56603,2018-04-01,18,20,11,7.57,30.2,1,"female","empl","par-time","single"
"1445",89131,2018-05-23,26,28,17,5.57,43.27,2,"male","empl","par-time","divorced"
"1446",74044,2018-04-29,23,18,15,7.29,51.27,2,"male","unempl","full-time","single"
"1447",4143,2018-01-07,25,26,14,6.29,39.7,3,"female","empl","par-time","single"
"1448",72297,2018-04-26,22,20,22,6,65.69,4,"male","unempl","full-time","single"
"1449",90727,2018-05-26,27,21,13,7.14,50.31,3,"female","unempl","par-time","divorced"
"1450",15213,2018-01-25,24,24,8,7.43,24.66,5,"female","empl","par-time","married"
"1451",43389,2018-03-11,18,19,21,6.29,66.12,2,"male","unempl","full-time","single"
"1452",85979,2018-05-18,22,18,15,7.29,53.59,1,"male","unempl","full-time","single"
"1453",49951,2018-03-22,24,23,13,6.86,33.24,1,"female","empl","par-time","married"
"1454",40480,2018-03-06,21,16,22,6.57,82.49,3,"male","unempl","full-time","single"
"1455",93762,2018-05-31,28,17,16,7.29,56.96,3,"male","unempl","full-time","divorced"
"1456",39791,2018-03-05,21,19,6,8.43,27.16,5,"female","empl","par-time","single"
"1457",74609,2018-04-30,21,23,11,7.14,32.98,4,"female","empl","par-time","single"
"1458",61594,2018-04-09,19,20,14,7.14,47.29,4,"female","empl","par-time","single"
"1459",90260,2018-05-25,27,23,23,5.43,74.8,5,"male","unempl","full-time","divorced"
"1460",58365,2018-04-04,28,22,20,6,73.75,4,"male","unempl","full-time","divorced"
"1461",32711,2018-02-22,21,19,26,5.57,75.81,2,"male","unempl","full-time","single"
"1462",13109,2018-01-22,22,15,14,7.86,57.11,4,"female","unempl","full-time","single"
"1463",69876,2018-04-23,26,17,24,6.14,79.84,1,"male","unempl","full-time","divorced"
"1464",93723,2018-05-31,27,20,13,7.29,54.1,2,"female","unempl","par-time","divorced"
"1465",15343,2018-01-25,22,18,15,7.29,49.94,2,"male","empl","par-time","single"
"1466",36404,2018-02-28,26,22,10,7.43,35.27,3,"female","empl","par-time","divorced"
"1467",98922,2018-06-07,19,17,24,6.14,86.08,3,"male","unempl","full-time","single"
"1468",58354,2018-04-04,16,20,15,7,42.19,5,"male","empl","par-time","single"
"1469",52514,2018-03-26,24,23,15,6.57,38.99,2,"male","empl","par-time","single"
"1470",59325,2018-04-06,25,18,15,7.29,55.53,4,"male","unempl","full-time","single"
"1471",75068,2018-05-01,19,23,18,6.14,51.92,3,"male","unempl","full-time","single"
"1472",52351,2018-03-25,17,19,11,7.71,39.25,4,"female","empl","par-time","single"
"1473",78649,2018-05-07,29,23,18,6.14,52.25,4,"male","unempl","full-time","divorced"
"1474",98144,2018-06-07,29,15,16,7.57,65.36,3,"male","unempl","full-time","divorced"
"1475",90225,2018-05-25,24,26,22,5.14,52.53,3,"male","unempl","full-time","single"
"1476",2778,2018-01-05,22,20,9,7.86,34.04,3,"female","empl","par-time","single"
"1477",57876,2018-04-03,25,16,10,8.29,45.6,4,"female","empl","par-time","single"
"1478",15683,2018-01-26,25,22,14,6.86,46.69,5,"female","empl","par-time","single"
"1479",17989,2018-01-29,17,18,13,7.57,45.62,2,"female","empl","par-time","single"
"1480",64024,2018-04-13,27,23,15,6.57,41.79,5,"male","empl","par-time","divorced"
"1481",99973,2018-02-05,19,13,9,8.86,48.95,4,"female","empl","par-time","single"
"1482",45410,2018-03-14,20,22,2,8.57,7.64,1,"female","unempl","par-time","single"
"1483",63375,2018-04-12,23,17,13,7.71,51.38,5,"female","unempl","par-time","single"
"1484",44960,2018-03-14,19,16,15,7.57,57.21,5,"male","unempl","full-time","single"
"1485",79383,2018-05-08,29,13,13,8.29,56.61,2,"female","unempl","par-time","divorced"
"1486",50606,2018-03-23,19,21,12,7.29,41.26,3,"female","empl","par-time","single"
"1487",59569,2018-04-06,27,20,18,6.57,63.38,1,"male","unempl","full-time","divorced"
"1488",54766,2018-03-29,26,19,24,5.86,83.11,5,"male","unempl","full-time","divorced"
"1489",48869,2018-03-20,23,17,14,7.57,51.33,1,"female","unempl","full-time","single"
"1490",91594,2018-05-27,25,21,11,7.43,43.17,4,"female","empl","par-time","single"
"1491",89091,2018-05-23,29,23,11,7.14,31.22,4,"female","empl","par-time","married"
"1492",64687,2018-04-14,34,18,17,7,50.94,3,"male","unempl","full-time","divorced"
"1493",11557,2018-01-19,31,21,13,7.14,48.97,3,"female","empl","par-time","divorced"
"1494",86974,2018-05-20,21,23,18,6.14,49.89,4,"male","empl","par-time","single"
"1495",46314,2018-03-16,23,20,13,7.29,44.85,1,"female","empl","par-time","single"
"1496",20404,2018-02-02,20,20,9,7.86,31.55,2,"female","empl","par-time","single"
"1497",83989,2018-05-15,28,21,14,7,47.14,4,"female","empl","par-time","divorced"
"1498",66912,2018-04-18,19,19,17,6.86,53.56,1,"male","unempl","full-time","single"
"1499",64135,2018-04-13,21,19,13,7.43,48.13,5,"female","empl","par-time","single"
"1500",95471,2018-06-03,25,22,11,7.29,35.38,2,"female","empl","par-time","single"
"1501",14273,2018-01-23,25,16,16,7.43,58.5,5,"male","unempl","full-time","single"
"1502",52606,2018-03-26,26,19,15,7.14,52.31,4,"male","unempl","full-time","divorced"
"1503",28871,2018-02-16,26,23,15,6.57,45.18,4,"male","empl","par-time","divorced"
"1504",52767,2018-03-26,22,21,11,7.43,32.59,5,"female","empl","par-time","single"
"1505",39830,2018-03-05,31,29,15,5.71,37.94,1,"male","empl","par-time","divorced"
"1506",38610,2018-03-03,21,20,14,7.14,43.19,5,"female","empl","par-time","single"
"1507",39474,2018-03-05,25,20,9,7.86,25.3,3,"female","empl","par-time","married"
"1508",9529,2018-01-16,23,19,19,6.57,56.92,5,"male","unempl","full-time","single"
"1509",93161,2018-05-30,22,19,15,7.14,51.31,5,"male","unempl","full-time","single"
"1510",9863,2018-01-16,32,27,17,5.71,39.14,5,"male","empl","par-time","divorced"
"1511",15085,2018-01-25,19,27,14,6.14,32.3,1,"female","empl","par-time","single"
"1512",42759,2018-03-10,21,22,20,6,59.07,3,"male","unempl","full-time","single"
"1513",94077,2018-05-31,24,24,16,6.29,50.38,3,"male","unempl","full-time","single"
"1514",87777,2018-05-21,22,17,8,8.43,31.04,4,"female","empl","par-time","single"
"1515",53552,2018-03-27,25,21,13,7.14,38.71,3,"female","empl","par-time","single"
"1516",66265,2018-04-17,19,18,16,7.14,54.1,5,"male","unempl","full-time","single"
"1517",24052,2018-02-08,26,21,12,7.29,32.81,1,"female","empl","par-time","married"
"1518",5938,2018-01-10,26,20,22,6,66.6,4,"male","unempl","full-time","divorced"
"1519",60940,2018-04-08,21,26,13,6.43,26.78,1,"female","empl","par-time","single"
"1520",60971,2018-04-08,16,21,12,7.29,46.85,3,"female","empl","par-time","single"
"1521",42379,2018-03-09,19,23,10,7.29,24.81,1,"female","empl","par-time","single"
"1522",66510,2018-04-17,20,13,20,7.29,72.59,4,"male","unempl","full-time","single"
"1523",14417,2018-01-24,25,20,22,6,64.71,1,"male","unempl","full-time","single"
"1524",45889,2018-03-15,23,21,13,7.14,44.57,4,"female","empl","par-time","single"
"1525",37867,2018-03-02,22,14,14,8,64.18,3,"female","unempl","full-time","single"
"1526",93365,2018-05-30,26,28,19,5.29,48.09,2,"male","empl","par-time","divorced"
"1527",76035,2018-05-02,27,17,20,6.71,70.24,3,"male","unempl","full-time","divorced"
"1528",91440,2018-05-27,21,19,14,7.29,55.05,3,"female","unempl","full-time","single"
"1529",51498,2018-03-24,25,25,19,5.71,52.04,2,"male","unempl","full-time","single"
"1530",36574,2018-02-28,31,19,10,7.86,42.8,5,"female","empl","par-time","divorced"
"1531",50305,2018-03-22,17,20,7,8.14,26.45,2,"female","empl","par-time","single"
"1532",70847,2018-04-24,17,22,16,6.57,51.46,3,"male","unempl","full-time","single"
"1533",90940,2018-05-26,31,20,18,6.57,61.72,4,"male","unempl","full-time","divorced"
"1534",16355,2018-01-27,23,15,9,8.57,55.79,2,"female","unempl","par-time","single"
"1535",3043,2018-01-05,24,17,8,8.43,44.28,5,"female","empl","par-time","single"
"1536",93592,2018-05-31,26,19,23,6,79.93,4,"male","unempl","full-time","divorced"
"1537",38208,2018-03-03,27,23,22,5.57,61.71,1,"male","unempl","full-time","divorced"
"1538",26576,2018-02-12,19,21,16,6.71,47.94,2,"male","empl","par-time","single"
"1539",71397,2018-04-25,22,15,13,8,50.04,2,"female","unempl","par-time","single"
"1540",48758,2018-03-20,25,19,4,8.71,18.1,2,"female","unempl","par-time","married"
"1541",22203,2018-02-05,25,23,18,6.14,44.5,3,"male","empl","par-time","single"
"1542",30044,2018-02-18,17,20,18,6.57,59.09,3,"male","unempl","full-time","single"
"1543",45367,2018-03-14,20,19,8,8.14,32.62,3,"female","empl","par-time","single"
"1544",28256,2018-02-15,24,15,19,7.14,72.78,3,"male","unempl","full-time","single"
"1545",95348,2018-06-03,25,20,10,7.71,24.09,1,"female","empl","par-time","married"
"1546",82808,2018-05-13,22,21,11,7.43,35.9,2,"female","empl","par-time","single"
"1547",57869,2018-04-03,25,22,15,6.71,44.14,1,"male","empl","par-time","single"
"1548",49504,2018-03-21,28,21,10,7.57,41.01,2,"female","empl","par-time","divorced"
"1549",58088,2018-04-04,26,25,23,5.14,62.21,4,"male","unempl","full-time","divorced"
"1550",56490,2018-04-01,17,19,10,7.86,36.6,1,"female","empl","par-time","single"
"1551",47140,2018-03-17,18,26,20,5.43,51.85,2,"male","unempl","full-time","single"
"1552",79544,2018-05-08,23,15,19,7.14,75.33,2,"male","unempl","full-time","single"
"1553",77481,2018-05-05,23,20,16,6.86,55.86,3,"male","unempl","full-time","single"
"1554",32319,2018-02-21,25,16,18,7.14,68.81,4,"male","unempl","full-time","single"
"1555",46926,2018-03-17,18,17,23,6.29,78.87,5,"male","unempl","full-time","single"
"1556",38920,2018-03-04,21,25,28,4.43,70.27,4,"male","unempl","full-time","single"
"1557",61727,2018-04-10,30,21,25,5.43,76.62,2,"male","unempl","full-time","divorced"
"1558",99053,2018-01-01,21,21,13,7.14,37.22,3,"female","empl","par-time","single"
"1559",67846,2018-04-19,25,18,15,7.29,53.71,3,"male","unempl","full-time","single"
"1560",80872,2018-05-10,29,23,12,7,32.63,5,"female","empl","par-time","married"
"1561",99868,2018-06-04,27,23,21,5.71,64.75,4,"male","unempl","full-time","divorced"
"1562",33578,2018-02-23,22,20,10,7.71,39.19,4,"female","empl","par-time","single"
"1563",22492,2018-02-06,25,19,12,7.57,48.22,4,"female","empl","par-time","single"
"1564",4080,2018-01-07,28,22,17,6.43,56.85,3,"male","unempl","full-time","divorced"
"1565",65115,2018-04-15,27,20,17,6.71,54.89,4,"male","unempl","full-time","divorced"
"1566",78013,2018-05-06,25,23,19,6,62.22,3,"male","unempl","full-time","single"
"1567",35061,2018-02-26,26,20,19,6.43,47.87,2,"male","empl","par-time","divorced"
"1568",57916,2018-04-03,26,16,14,7.71,66.68,4,"female","unempl","full-time","divorced"
"1569",35384,2018-02-26,23,16,25,6.14,84.12,3,"male","unempl","full-time","single"
"1570",88205,2018-05-22,23,20,13,7.29,45.46,3,"female","empl","par-time","single"
"1571",13177,2018-01-22,19,18,18,6.86,58.12,5,"male","unempl","full-time","single"
"1572",46537,2018-03-16,23,17,15,7.43,59.09,2,"male","unempl","full-time","single"
"1573",55643,2018-03-31,25,18,13,7.57,51.45,4,"female","unempl","par-time","single"
"1574",80635,2018-05-10,25,17,27,5.71,89.06,2,"male","unempl","full-time","single"
"1575",16097,2018-01-26,25,18,10,8,41.89,2,"female","empl","par-time","single"
"1576",38025,2018-03-03,22,19,12,7.57,43.43,4,"female","empl","par-time","single"
"1577",50902,2018-03-23,21,24,16,6.29,45.85,2,"male","empl","par-time","single"
"1578",91563,2018-05-27,22,20,14,7.14,39.87,4,"female","empl","par-time","single"
"1579",12985,2018-01-21,18,20,17,6.71,50.98,2,"male","unempl","full-time","single"
"1580",26785,2018-02-12,25,16,10,8.29,31.74,2,"female","empl","par-time","married"
"1581",31541,2018-02-20,22,17,19,6.86,60.87,5,"male","unempl","full-time","single"
"1582",28056,2018-02-15,26,25,19,5.71,51.26,4,"male","unempl","full-time","divorced"
"1583",57568,2018-04-03,26,18,13,7.57,43.48,5,"female","empl","par-time","divorced"
"1584",89525,2018-05-24,22,23,7,7.71,19.85,3,"female","unempl","par-time","single"
"1585",67277,2018-04-19,25,20,10,7.71,29.88,3,"female","empl","par-time","married"
"1586",48048,2018-03-19,22,21,11,7.43,38.08,1,"female","empl","par-time","single"
"1587",76144,2018-05-03,28,14,18,7.43,65.93,5,"male","unempl","full-time","divorced"
"1588",69708,2018-04-22,19,14,15,7.86,67.66,5,"male","unempl","full-time","single"
"1589",11848,2018-01-20,31,17,14,7.57,54.46,4,"female","unempl","full-time","divorced"
"1590",61092,2018-04-09,24,24,19,5.86,58.8,3,"male","unempl","full-time","single"
"1591",4887,2018-01-08,21,19,19,6.57,59.66,2,"male","unempl","full-time","single"
"1592",48590,2018-03-20,29,14,13,8.14,55.94,3,"female","unempl","par-time","divorced"
"1593",65182,2018-04-15,18,21,17,6.57,49.52,1,"male","empl","par-time","single"
"1594",36414,2018-02-28,21,19,25,5.71,75.79,2,"male","unempl","full-time","single"
"1595",9112,2018-01-15,29,21,8,7.86,31.96,4,"female","empl","par-time","married"
"1596",48462,2018-03-19,23,16,8,8.57,37.35,5,"female","empl","par-time","single"
"1597",64418,2018-04-14,23,22,25,5.29,76.15,4,"male","unempl","full-time","single"
"1598",51637,2018-03-24,21,20,15,7,54.49,1,"male","unempl","full-time","single"
"1599",52554,2018-03-26,22,21,17,6.57,45.62,3,"male","empl","par-time","single"
"1600",82679,2018-05-13,24,21,19,6.29,62.19,1,"male","unempl","full-time","single"
"1601",15156,2018-01-25,18,21,20,6.14,58.44,5,"male","unempl","full-time","single"
"1602",11173,2018-01-18,23,25,10,7,18.25,3,"female","unempl","par-time","married"
"1603",84363,2018-05-16,25,15,14,7.86,53.42,3,"female","unempl","full-time","single"
"1604",74006,2018-04-29,20,13,17,7.71,67.56,1,"male","unempl","full-time","single"
"1605",22654,2018-02-06,23,18,17,7,69.03,5,"male","unempl","full-time","single"
"1606",51044,2018-03-23,22,13,8,9,36.52,1,"female","empl","par-time","single"
"1607",65434,2018-04-16,17,19,11,7.71,43.27,1,"female","empl","par-time","single"
"1608",59120,2018-04-05,20,25,16,6.14,37.37,1,"male","empl","par-time","single"
"1609",74326,2018-04-30,24,19,18,6.71,59.56,3,"male","unempl","full-time","single"
"1610",99613,2018-05-07,20,18,14,7.43,47.6,2,"female","empl","par-time","single"
"1611",17247,2018-01-28,26,22,18,6.29,51.53,2,"male","unempl","full-time","divorced"
"1612",17143,2018-01-28,29,22,21,5.86,62.15,3,"male","unempl","full-time","divorced"
"1613",78274,2018-05-06,26,18,18,6.86,70.38,1,"male","unempl","full-time","divorced"
"1614",32175,2018-02-21,19,17,7,8.57,29.16,5,"female","empl","par-time","single"
"1615",7738,2018-01-13,18,14,9,8.71,33.8,1,"female","empl","par-time","single"
"1616",71887,2018-04-26,24,22,4,8.29,18.37,4,"female","unempl","par-time","married"
"1617",64703,2018-04-14,25,20,15,7,43.76,4,"male","empl","par-time","single"
